Providence	Sí	Providencia.
Reverence	Sí	Reverencia.
Salience	Sí	Salience.
Science	Sí	Ciencia.
Somnolence	Sí	Somnolencia.
Adience	No	Inventada.
Brevience	No	Inventada.
Credience	No	Inventada.
Docience	No	Inventada.
Factience	No	Inventada.
Gradience	Sí	Gradiente.
Haptience	No	Inventada.
Judience	No	Inventada.
Kindience	No	Inventada.
Laptience	No	Inventada.
Mertience	No	Inventada.
Nertience	No	Inventada.
Optience	No	Inventada.
Quentience	No	Inventada.
Raptience	No	Inventada.
Sentience	Sí	Sintiencia.
Tactience	No	Inventada.
Urgentness	No	Incorrecto (urgency).
Vigentness	No	Inventada.
Wistentness	No	Inventada.
X-entness	No	Inventada.
Y-entness	No	Inventada.
Z-entness	No	Inventada.
Agreement	Sí	Acuerdo.
Amendment	Sí	Enmienda.
Assessment	Sí	Evaluación.
Assignment	Sí	Tarea.
Development	Sí	Desarrollo.
Enforcement	Sí	Ejecución.
Environment	Sí	Medio ambiente.
Equipment	Sí	Equipo.
Improvement	Sí	Mejora.
Investment	Sí	Inversión.
Management	Sí	Gestión.
Movement	Sí	Movimiento.
Payment	Sí	Pago.
Placement	Sí	Colocación.
Replacement	Sí	Reemplazo.
Requirement	Sí	Requisito.
Settlement	Sí	Asentamiento.
Treatment	Sí	Tratamiento.
Acheivement	No	Ortografía incorrecta (achievement).
Adjustement	No	Ortografía incorrecta (adjustment).
Advancement	Sí	Avance.
Advertisement	Sí	Anuncio.
Amusement	Sí	Diversión.
Announcement	Sí	Anuncio.
Appointment	Sí	Cita.
Arrangement	Sí	Arreglo.
Astonishment	Sí	Asombro.
Attachment	Sí	Adjunto.
Commitment	Sí	Compromiso.
Department	Sí	Departamento.
Disappointment	Sí	Decepción.
Employment	Sí	Empleo.
Encouragement	Sí	Fomento.
Engagement	Sí	Compromiso.
Enjoyment	Sí	Goce.
Entertainment	Sí	Entretenimiento.
Establishment	Sí	Establecimiento.
Excitement	Sí	Emoción.
Fulfillment	Sí	Cumplimiento.
Government	Sí	Gobierno.
Harassment	Sí	Acoso.
Instrument	Sí	Instrumento.
Judgment	Sí	Juicio.
Measurement	Sí	Medición.
Moment	Sí	Momento.
Ornament	Sí	Ornamento.
Parliament	Sí	Parlamento.
Pavement	Sí	Pavimento.
Punishment	Sí	Castigo.
Refinement	Sí	Refinamiento.
Refreshment	Sí	Refresco.
Retirement	Sí	Jubilación.
Statement	Sí	Declaración.
Tournament	Sí	Torneo.
Unemployment	Sí	Desempleo.
Abandonment	Sí	Abandono.
Accompaniment	Sí	Acompañamiento.
Accomplishment	Sí	Logro.
Acknowledgment	Sí	Reconocimiento.
Adornment	Sí	Adorno.
Alignment	Sí	Alineación.
Allotment	Sí	Asignación.
Amazement	Sí	Asombro.
Appeasement	Sí	Apaciguamiento.
Apportionment	Sí	Reparto.
Arraignment	Sí	Acusación.
Assessment	Sí	Valoración.
Atonement	Sí	Expiación.
Attainment	Sí	Consecución.
Banishment	Sí	Destierro.
Bewilderment	Sí	Desconcierto.
Bombardment	Sí	Bombardeo.
Chastisement	Sí	Castigo.
Commandment	Sí	Mandamiento.
Compartment	Sí	Compartimento.
Compliment	Sí	Cumplido.
Confinement	Sí	Confinamiento.
Consignment	Sí	Consignación.
Containment	Sí	Contención.
Contentment	Sí	Satisfacción.
Curtailment	Sí	Recorte.
Decipherment	Sí	Desciframiento.
Defacement	Sí	Deterioro.
Deferment	Sí	Aplazamiento.
Defilement	Sí	Profanación.
Deportment	Sí	Comportamiento.
Detachment	Sí	Desapego.
Dethronement	Sí	Destronamiento.
Detriment	Sí	Detrimento.
Discernment	Sí	Discernimiento.
Disenchantment	Sí	Desencanto.
Disfigurement	Sí	Desfiguración.
Disillusionment	Sí	Desilusión.
Dislodgment	Sí	Desalojo.
Dismemberment	Sí	Desmembramiento.
Dismissalment	No	Incorrecto (dismissal).
Displacement	Sí	Desplazamiento.
Distunement	No	Inventada.
Divestment	Sí	Desinversión.
Document	Sí	Documento.
Embodiment	Sí	Encarnación.
Embroilment	Sí	Enredo.
Emplacement	Sí	Emplazamiento.
Enactment	Sí	Promulgación.
Enchantment	Sí	Encantamiento.
Encroachment	Sí	Invasión.
Endorsement	Sí	Respaldo.
Endowment	Sí	Dotación.
Enlightenment	Sí	Ilustración.
Enlistment	Sí	Reclutamiento.
Enrichment	Sí	Enriquecimiento.
Enrolment	Sí	Inscripción.
Enshrinement	Sí	Consagración.
Enslavement	Sí	Esclavitud.
Entailment	Sí	Consecuencia.
Entanglement	Sí	Enredo.
Enticement	Sí	Señuelo.
Entitlement	Sí	Derecho.
Entrapment	Sí	Trampa.
Entrenchment	Sí	Trinchera.
Entrustment	Sí	Encargo.
Enumerationment	No	Incorrecto (enumeration).
Envelopment	Sí	Envolvente.
Environement	No	Ortografía incorrecta (environment).
Estrangement	Sí	Distanciamiento.
Evictment	No	Incorrecto (eviction).
Executionment	No	Incorrecto (execution).
Experiment	Sí	Experimento.
Exploitationment	No	Incorrecto (exploitation).
Extinguishment	Sí	Extinción.
Fabricationment	No	Incorrecto (fabrication).
Fomentment	No	Incorrecto (fomentation).
Fragment	Sí	Fragmento.
Garnishment	Sí	Embargo.
Impediment	Sí	Impedimento.
Implement	Sí	Implemento.
Incitement	Sí	Incitación.
Indictment	Sí	Acusación.
Inducement	Sí	Inducción.
Infringement	Sí	Infracción.
Instalment	Sí	Plazo.
Lament	Sí	Lamento.
Lineament	Sí	Rasgo.
Merriment	Sí	Diversión.
Nourishment	Sí	Nutrición.
Ointment	Sí	Pomada.
Parchment	Sí	Pergamino.
Predicament	Sí	Aprieto.
Preferment	Sí	Ascenso.
Presentiment	Sí	Presentimiento.
Rampantment	No	Inventada.
Ravishment	Sí	Éxtasis.
Resentment	Sí	Resentimiento.
Retrenchment	Sí	Recorte.
Sediment	Sí	Sedimento.
Shipment	Sí	Envío.
Supplement	Sí	Suplemento.
Temperament	Sí	Temperamento.
Understatement	Sí	Atenuación.
Vestment	Sí	Vestidura.
